"";"za_nr";"doi";"version";"year";"respid";"ost_west";"german";"v12";"v19";"v20";"Authirtarn";"Authrit1";"Author3";"v125";"v126";"Author4";"v140";"v150";"v151";"v152";"v171";"v172";"v206";"v207";"Trustcourt";"TrustParl";"TrustMunicpl";"Trustarmy";"TrustJusticSys";"TrustGvt";"TrustPolice";"v237";"v238";"v239";"v240";"v241";"v242";"v243";"v244";"v245";"v246";"Proud";"Proud1";"Proud2";"v359";"v372";"v377";"v378";"v421";"v441";"v442";"v444";"v445";"v447";"v448";"v449";"v452";"v453";"v454";"v462";"v463";"v570";"v571";"v572";"v573";"v574";"v575";"v576";"v577";"v578";"v579";"religisness";"v617";"v618";"v619";"v620";"ReligLead";"TrueRelig";"Gd";"v625";"v626";"v627";"v628";"v635";"v636";"v637";"v638";"v639";"v640";"v641";"v642";"v643";"v644";"v645";"v646";"v647";"v665";"v670";"v672";"v673";"v674";"v681";"v688";"v725";"v726";"Age";"v730";"Sex";"Xtian";"Relig";"WrshpAttnd";"v741";"PrayFreq";"Student";"Employment";"v771";"Commute2";"v889";"v890";"Maritalstatus";"Immigrant1";"v1344";"v1374";"v1376";"v1377";"v1378";"v1379";"v1380";"v1381";"v1864";"v1865";"v1866";"v1910";"capipapi";"samptype";"splt80";"splt82";"splt88";"splt90";"splt94";"splt00";"splt06";"splt10";"splt12_1";"splt12_2";"splt12_3";"splt14_1";"splt14_2";"splt14_3";"wghtpt";"wghtpow";"wghtptow";"wghtht";"wghthow";"wghthtow";"FAC1_1"
"3398";"GGSS 1980-2014";"doi:10.4232/1.12574";"1.0.0 (2016-09-27)";"STUDY NO. 4600/4602";3398;"OLD FEDERAL STATES";"YES, EXCLUSIVELY";"PART GOOD, PART BAD";NA;NA;NA;NA;NA;NA;"TEND TO AGREE";"SECOND";"POSTMAT. MIXED TYPE";"FAIR SHARE";"MIDDLE CLASS";"..";NA;NA;"TEND TO AGREE";"TEND TO AGREE";"..";"..";"..";NA;"..";"..";"..";"SELECTED";"NOT SELECTED";"SELECTED";"NOT SELECTED";"NOT SELECTED";"NOT SELECTED";"SELECTED";"ATHLETES";"BASIC LAW";"SOC.WELFARE ACHIEVM.";NA;"PRETTY STRONG IDENT.";"PRETTY STRONG IDENT.";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"NEED TO BE CAREFUL";NA;NA;73;"60-74 YEARS";"FEMALE";"ROMAN CATHOLIC";NA;NA;NA;NA;NA;"NOT WORKING";"RETIRED";NA;NA;NA;"WIDOWED";"YES";NA;"NORTH RHINE WESTPHA.";"20000-49999 INH.";NA;NA;NA;"ZONE 1  ;<100000";NA;NA;2008110;NA;NA;"CAPI";"S. OF INDIVIDUALS";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"NAP;NOT AVAILABLE";1,18324783;1,18324783;1,731064511;1,190217285;2,06034290244227;0,806669148159214
"3399";"GGSS 1980-2014";"doi:10.4232/1.12574";"1.0.0 (2016-09-27)";"STUDY NO. 4600/4602";3399;"OLD FEDERAL STATES";"YES, EXCLUSIVELY";"PART GOOD, PART BAD";NA;"Y";NA;NA;NA;NA;"TEND TO AGREE";"MOST IMPORTANT";"MATERIAL. MIXED TYPE";"SOMEWHAT LESS";"WORKING CLASS";"..";NA;NA;"TEND TO AGREE";"TEND TO DISAGREE";"..";"..";"..";NA;"..";"..";"..";"NOT SELECTED";"NOT SELECTED";"SELECTED";"NOT SELECTED";"SELECTED";"SELECTED";"NOT SELECTED";"ATHLETES";"SCIENTIFIC ACHIEVM.";"ART AND LITERATURE";NA;"PRETTY STRONG IDENT.";"VERY STRONG IDENT.";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"IT DEPENDS";NA;NA;30;"30-44 YEARS";"FEMALE";"PROTESTANT<EKD>";NA;NA;"NEVER";NA;NA;"NOT WORKING";"HOUSEWIFE, -HUSBAND";NA;NA;NA;"MARRIED, LIVG APART";"YES";NA;"SCHLESWIG-HOLSTEIN";"5000 -19999 INH.";NA;NA;NA;"ZONE 2-4;>499999";NA;NA;2008087;NA;NA;"CAPI";"S. OF INDIVIDUALS";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"NAP;NOT AVAILABLE";1,18324783;1,18324783;1,731064511;1,190217285;2,06034290244227;0,802876962191448
"3400";"GGSS 1980-2014";"doi:10.4232/1.12574";"1.0.0 (2016-09-27)";"STUDY NO. 4600/4602";3400;"OLD FEDERAL STATES";"YES, EXCLUSIVELY";"PART GOOD, PART BAD";NA;"Z";NA;NA;NA;NA;"TEND TO DISAGREE";"SECOND";"POSTMAT. MIXED TYPE";"FAIR SHARE";"WORKING CLASS";"..";NA;NA;"COMPLETELY AGREE";"TEND TO DISAGREE";"..";"..";"..";NA;"..";"..";"..";"SELECTED";"NOT SELECTED";"NOT SELECTED";"SELECTED";"NOT SELECTED";"SELECTED";"NOT SELECTED";"SCIENTIFIC ACHIEVM.";"BASIC LAW";"ECONOMIC ACHIEVEMENT";NA;"WEAK IDENTIFICATION";"WEAK IDENTIFICATION";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"CAN TRUST MOST";NA;NA;47;"45-59 YEARS";"MALE";"PROTESTANT<EKD>";NA;NA;"SEVERAL TIMES A WEEK";NA;NA;"EMPLOYED, FULL-TIME";NA;NA;150;"100-199 EMPL.";"MARRIED, COHABITING";"YES";NA;"HESSE";"5000 -19999 INH.";NA;NA;NA;"ZONE 1-4;<50000";NA;NA;2008020;NA;NA;"CAPI";"S. OF INDIVIDUALS";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"NAP;NOT AVAILABLE";1,18324783;1,18324783;0,8655322555;1,190217285;1,03017145122114;-0,852555914648085
"3401";"GGSS 1980-2014";"doi:10.4232/1.12574";"1.0.0 (2016-09-27)";"STUDY NO. 4600/4602";3401;"OLD FEDERAL STATES";"YES, EXCLUSIVELY";"PART GOOD, PART BAD";NA;NA;NA;NA;NA;NA;"TEND TO AGREE";"SECOND";"MATERIALISTS";NA;"MIDDLE CLASS";"..";NA;NA;"COMPLETELY DISAGREE";"COMPLETELY AGREE";"..";"..";"..";NA;"..";"..";"..";"NOT PROUD OF ANY";"NOT PROUD OF ANY";"NOT PROUD OF ANY";"NOT PROUD OF ANY";"NOT PROUD OF ANY";"NOT PROUD OF ANY";"NOT PROUD OF ANY";NA;NA;NA;NA;"PRETTY STRONG IDENT.";"PRETTY STRONG IDENT.";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"NEED TO BE CAREFUL";NA;NA;36;"30-44 YEARS";"FEMALE";"ROMAN CATHOLIC";NA;NA;"NEVER";NA;NA;"EMPLOYED, FULL-TIME";NA;NA;3;"1-4 EMPL.";"DIVORCED";"YES";NA;"NORTH RHINE WESTPHA.";"500000 AND MORE";NA;NA;NA;"ZONE 1  ;>499999";NA;NA;2008115;NA;NA;"CAPI";"S. OF INDIVIDUALS";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"NAP;NOT AVAILABLE";1,18324783;1,18324783;NA;NA;NA;0,0577901692350004
"3402";"GGSS 1980-2014";"doi:10.4232/1.12574";"1.0.0 (2016-09-27)";"STUDY NO. 4600/4602";3402;"OLD FEDERAL STATES";"YES, EXCLUSIVELY";"GOOD";NA;"Z";NA;NA;NA;NA;"COMPLETELY AGREE";"THIRD";"POSTMATERIALISTS";"FAIR SHARE";"MIDDLE CLASS";"..";NA;NA;"TEND TO AGREE";"TEND TO AGREE";"..";"..";"..";NA;"..";"..";"..";"SELECTED";"NOT SELECTED";"NOT SELECTED";"SELECTED";"NOT SELECTED";"NOT SELECTED";"SELECTED";"BASIC LAW";"ECONOMIC ACHIEVEMENT";"SOC.WELFARE ACHIEVM.";NA;"VERY STRONG IDENT.";"PRETTY STRONG IDENT.";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"IT DEPENDS";NA;NA;48;"45-59 YEARS";"MALE";"PROTESTANT<EKD>";NA;NA;NA;NA;NA;"EMPLOYED, FULL-TIME";NA;NA;100;"100-199 EMPL.";"MARRIED, COHABITING";"YES";NA;"LOWER SAXONY";"UP TO 1999 INHAB.";NA;NA;NA;"UP TO 1999 INH.";NA;NA;2008096;NA;"SEVERAL TIMES A WEEK";"CAPI";"S. OF INDIVIDUALS";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"NAP;NOT AVAILABLE";1,18324783;1,18324783;0,8655322555;1,190217285;1,03017145122114;0,026059232173743
"3403";"GGSS 1980-2014";"doi:10.4232/1.12574";"1.0.0 (2016-09-27)";"STUDY NO. 4600/4602";3403;"OLD FEDERAL STATES";"YES, EXCLUSIVELY";"GOOD";NA;"I";NA;NA;NA;NA;"COMPLETELY AGREE";"THIRD";"POSTMATERIALISTS";"SOMEWHAT LESS";"MIDDLE CLASS";"..";NA;NA;"TEND TO DISAGREE";"COMPLETELY DISAGREE";"..";"..";"..";NA;"..";"..";"..";"SELECTED";"NOT SELECTED";"SELECTED";"NOT SELECTED";"SELECTED";"NOT SELECTED";"NOT SELECTED";"ART AND LITERATURE";"BASIC LAW";"ATHLETES";NA;"WEAK IDENTIFICATION";"PRETTY STRONG IDENT.";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"IT DEPENDS";NA;NA;64;"60-74 YEARS";"FEMALE";"PROTESTANT<EKD>";NA;NA;"NEVER";NA;NA;"NOT WORKING";"HOUSEWIFE, -HUSBAND";NA;NA;NA;"MARRIED, COHABITING";"YES";NA;"HESSE";"5000 -19999 INH.";NA;NA;NA;"ZONE 2-4;>499999";NA;NA;2008026;NA;NA;"CAPI";"S. OF INDIVIDUALS";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"NAP;NOT AVAILABLE";1,18324783;1,18324783;0,8655322555;1,190217285;1,03017145122114;0,382745499200194
"3404";"GGSS 1980-2014";"doi:10.4232/1.12574";"1.0.0 (2016-09-27)";"STUDY NO. 4600/4602";3404;"OLD FEDERAL STATES";"YES, EXCLUSIVELY";"BAD";NA;"Z";NA;NA;NA;NA;"COMPLETELY AGREE";"THIRD";"MATERIAL. MIXED TYPE";"SOMEWHAT LESS";"MIDDLE CLASS";"..";NA;NA;"TEND TO AGREE";"TEND TO DISAGREE";"..";"..";"..";NA;"..";"..";"..";"NOT SELECTED";"NOT SELECTED";"SELECTED";"NOT SELECTED";"SELECTED";"SELECTED";"NOT SELECTED";"SCIENTIFIC ACHIEVM.";"ART AND LITERATURE";"ATHLETES";NA;"NO IDENTIFICATION";"VERY STRONG IDENT.";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"NEED TO BE CAREFUL";NA;NA;18;"18-29 YEARS";"MALE";"PROTESTANT<EKD>";NA;NA;"NEVER";NA;NA;"NOT WORKING";"UNEMPLOYED";NA;NA;NA;"NEVER MARRIED";"YES";NA;"RHINELAND PALATINATE";"2000-4999 INH.";NA;NA;NA;"ZONE 2-4;>499999";NA;NA;2008014;NA;"SEVERAL TIMES A WEEK";"CAPI";"S. OF INDIVIDUALS";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"NAP;NOT AVAILABLE";1,18324783;1,18324783;1,731064511;1,190217285;2,06034290244227;-1,01446832223591
"3405";"GGSS 1980-2014";"doi:10.4232/1.12574";"1.0.0 (2016-09-27)";"STUDY NO. 4600/4602";3405;"OLD FEDERAL STATES";"NO";"PART GOOD, PART BAD";NA;NA;NA;NA;NA;NA;"COMPLETELY AGREE";"MOST IMPORTANT";"MATERIAL. MIXED TYPE";"FAIR SHARE";NA;"..";NA;NA;"COMPLETELY AGREE";"COMPLETELY AGREE";"GREAT DEAL OF TRUST";"GREAT DEAL OF TRUST";"GREAT DEAL OF TRUST";NA;"GREAT DEAL OF TRUST";"GREAT DEAL OF TRUST";"GREAT DEAL OF TRUST";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"PRETTY STRONG IDENT.";"VERY STRONG IDENT.";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"IT DEPENDS";NA;NA;35;"30-44 YEARS";"FEMALE";"NON-CHRIST.RELIGION";"ISLAMIC";NA;"SEVERAL TIMES A DAY";NA;NA;"EMPLOYED, FULL-TIME";NA;NA;12;"10-19 EMPL.";"MARRIED, COHABITING";"NO";NA;"NORTH RHINE WESTPHA.";"100000-499999 INH.";NA;NA;NA;"ZONE 1  ;>499999";NA;NA;2008111;NA;"EVERY DAY";"CAPI";"S. OF INDIVIDUALS";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"NAP;NOT AVAILABLE";1,18324783;1,18324783;0,8655322555;1,190217285;1,03017145122114;2,45714733675297
"3406";"GGSS 1980-2014";"doi:10.4232/1.12574";"1.0.0 (2016-09-27)";"STUDY NO. 4600/4602";3406;"OLD FEDERAL STATES";"YES, EXCLUSIVELY";"PART GOOD, PART BAD";NA;"O";NA;NA;NA;NA;"TEND TO AGREE";"MOST IMPORTANT";"MATERIALISTS";"FAIR SHARE";"WORKING CLASS";"..";NA;NA;"TEND TO AGREE";"TEND TO DISAGREE";"..";"..";"..";NA;"..";"..";"..";"SELECTED";"NOT SELECTED";"NOT SELECTED";"SELECTED";"NOT SELECTED";"NOT SELECTED";"SELECTED";"SOC.WELFARE ACHIEVM.";"BASIC LAW";"ECONOMIC ACHIEVEMENT";NA;"WEAK IDENTIFICATION";"WEAK IDENTIFICATION";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"IT DEPENDS";NA;NA;43;"30-44 YEARS";"MALE";"PROTESTANT<EKD>";NA;NA;NA;NA;NA;"EMPLOYED, FULL-TIME";NA;NA;2000;"1000 EMPL. AND MORE";"MARRIED, COHABITING";"NO";NA;"BADEN-WUERTTEMBERG";"20000-49999 INH.";NA;NA;NA;"ZONE 1-4;<50000";NA;NA;2008007;NA;"EVERY DAY";"CAPI";"S. OF INDIVIDUALS";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"NAP;NOT AVAILABLE";1,18324783;1,18324783;0,43276612775;1,190217285;0,515085725610568;0,494284865863805
"3407";"GGSS 1980-2014";"doi:10.4232/1.12574";"1.0.0 (2016-09-27)";"STUDY NO. 4600/4602";3407;"OLD FEDERAL STATES";"YES, EXCLUSIVELY";"PART GOOD, PART BAD";NA;"Z";NA;NA;NA;NA;"TEND TO AGREE";"FOURTH";"MATERIAL. MIXED TYPE";"MORE THAN FAIR SHARE";"MIDDLE CLASS";"..";NA;NA;"TEND TO AGREE";"TEND TO AGREE";"..";"..";"..";NA;"..";"..";"..";"NOT PROUD OF ANY";"NOT PROUD OF ANY";"NOT PROUD OF ANY";"NOT PROUD OF ANY";"NOT PROUD OF ANY";"NOT PROUD OF ANY";"NOT PROUD OF ANY";NA;NA;NA;NA;"VERY STRONG IDENT.";"PRETTY STRONG IDENT.";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"CAN TRUST MOST";NA;NA;71;"60-74 YEARS";"FEMALE";"ROMAN CATHOLIC";NA;NA;"ONCE A DAY";NA;NA;"NOT WORKING";"RETIRED";NA;NA;NA;"MARRIED, COHABITING";"YES";NA;"BAVARIA";"UP TO 1999 INHAB.";NA;NA;NA;"5000-19999 INH.";NA;NA;2008042;NA;NA;"CAPI";"S. OF INDIVIDUALS";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"NAP;NOT AVAILABLE";1,18324783;1,18324783;0,8655322555;1,190217285;1,03017145122114;-0,689512992270721
"3408";"GGSS 1980-2014";"doi:10.4232/1.12574";"1.0.0 (2016-09-27)";"STUDY NO. 4600/4602";3408;"OLD FEDERAL STATES";"YES, EXCLUSIVELY";"PART GOOD, PART BAD";NA;"G";NA;NA;NA;NA;"TEND TO AGREE";"THIRD";"MATERIAL. MIXED TYPE";"SOMEWHAT LESS";"MIDDLE CLASS";"..";NA;NA;"TEND TO AGREE";"TEND TO DISAGREE";"..";"..";"..";NA;"..";"..";"..";"SELECTED";"NOT SELECTED";"NOT SELECTED";"NOT SELECTED";"SELECTED";"SELECTED";"NOT SELECTED";"SCIENTIFIC ACHIEVM.";"BASIC LAW";"ART AND LITERATURE";NA;"WEAK IDENTIFICATION";"WEAK IDENTIFICATION";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"IT DEPENDS";NA;NA;72;"60-74 YEARS";"MALE";"PROTESTANT<EKD>";NA;NA;NA;NA;NA;"NOT WORKING";"RETIRED";NA;NA;NA;"NEVER MARRIED";"YES";NA;"NORTH RHINE WESTPHA.";"100000-499999 INH.";NA;NA;NA;"ZONE 1  ;<500000";NA;NA;2008038;NA;"EVERY DAY";"CAPI";"S. OF INDIVIDUALS";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"NAP;NOT AVAILABLE";1,18324783;1,18324783;1,731064511;1,190217285;2,06034290244227;0,324741952009835
"3409";"GGSS 1980-2014";"doi:10.4232/1.12574";"1.0.0 (2016-09-27)";"STUDY NO. 4600/4602";3409;"NEW FEDERAL STATES";"YES, EXCLUSIVELY";"GOOD";NA;"Z";NA;NA;NA;NA;"COMPLETELY AGREE";"MOST IMPORTANT";"MATERIAL. MIXED TYPE";"SOMEWHAT LESS";"MIDDLE CLASS";"..";NA;NA;"COMPLETELY DISAGREE";"COMPLETELY DISAGREE";"..";"..";"..";NA;"..";"..";"..";"SELECTED";"NOT SELECTED";"NOT SELECTED";"SELECTED";"NOT SELECTED";"SELECTED";"NOT SELECTED";"BASIC LAW";"SCIENTIFIC ACHIEVM.";"ECONOMIC ACHIEVEMENT";NA;"VERY STRONG IDENT.";"VERY STRONG IDENT.";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"IT DEPENDS";NA;NA;65;"60-74 YEARS";"FEMALE";"NO AFFILIATION";NA;NA;NA;NA;NA;"NOT WORKING";"RETIRED";NA;NA;NA;"WIDOWED";"NO";NA;"SAXONY";"100000-499999 INH.";NA;NA;NA;"ZONE 1  ;>499999";NA;NA;2008159;NA;NA;"CAPI";"S. OF INDIVIDUALS";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"NAP;NOT AVAILABLE";0,59300946;0,59300946;0,843210564;0,589597235;0,497154617057191;0,331209955997965
"3410";"GGSS 1980-2014";"doi:10.4232/1.12574";"1.0.0 (2016-09-27)";"STUDY NO. 4600/4602";3410;"NEW FEDERAL STATES";"YES, EXCLUSIVELY";"GOOD";NA;"O";NA;NA;NA;NA;"TEND TO AGREE";"SECOND";"POSTMAT. MIXED TYPE";"SOMEWHAT LESS";"UPPER MIDDLE CLASS";"..";NA;NA;"TEND TO AGREE";"COMPLETELY DISAGREE";"..";"NO TRUST AT ALL";"..";NA;"..";"..";"..";"NOT SELECTED";"NOT SELECTED";"NOT SELECTED";"NOT SELECTED";"SELECTED";"SELECTED";"NOT SELECTED";"SCIENTIFIC ACHIEVM.";"ART AND LITERATURE";NA;NA;"PRETTY STRONG IDENT.";"PRETTY STRONG IDENT.";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"CAN TRUST MOST";NA;NA;81;"75-89 YEARS";"MALE";"NO AFFILIATION";NA;NA;"NEVER";NA;NA;"NOT WORKING";"RETIRED";NA;NA;NA;"MARRIED, COHABITING";"YES";NA;"SAXONY-ANHALT";"100000-499999 INH.";NA;NA;NA;"ZONE 1  ;<500000";NA;NA;2008075;NA;NA;"CAPI";"S. OF INDIVIDUALS";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"NAP;NOT AVAILABLE";0,59300946;0,59300946;0,843210564;0,589597235;0,497154617057191;-1,04388840158328
"3411";"GGSS 1980-2014";"doi:10.4232/1.12574";"1.0.0 (2016-09-27)";"STUDY NO. 4600/4602";3411;"NEW FEDERAL STATES";"YES, EXCLUSIVELY";"GOOD";NA;"M";NA;NA;NA;NA;"COMPLETELY AGREE";"SECOND";"POSTMAT. MIXED TYPE";"FAIR SHARE";"MIDDLE CLASS";"..";NA;NA;"COMPLETELY DISAGREE";"COMPLETELY DISAGREE";"GREAT DEAL OF TRUST";"NO TRUST AT ALL";"NO TRUST AT ALL";NA;"..";"..";"..";"NOT SELECTED";"NOT SELECTED";"NOT SELECTED";"SELECTED";"SELECTED";"SELECTED";"NOT SELECTED";"ART AND LITERATURE";"SCIENTIFIC ACHIEVM.";"ECONOMIC ACHIEVEMENT";NA;"PRETTY STRONG IDENT.";"PRETTY STRONG IDENT.";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"IT DEPENDS";NA;NA;68;"60-74 YEARS";"MALE";"NO AFFILIATION";NA;NA;NA;NA;NA;"LESS THAN PART-TIME";"RETIRED";NA;NA;NA;"MARRIED, COHABITING";"YES";NA;"MECKLENB.-VORPOMMERN";"100000-499999 INH.";NA;NA;NA;"ZONE 1  ;<500000";NA;NA;2008147;NA;NA;"CAPI";"S. OF INDIVIDUALS";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"NAP;NOT AVAILABLE";0,59300946;0,59300946;0,843210564;0,589597235;0,497154617057191;-0,591732098245619
"3412";"GGSS 1980-2014";"doi:10.4232/1.12574";"1.0.0 (2016-09-27)";"STUDY NO. 4600/4602";3412;"NEW FEDERAL STATES";"YES, EXCLUSIVELY";"BAD";NA;"Z";NA;NA;NA;NA;"TEND TO DISAGREE";"THIRD";"POSTMAT. MIXED TYPE";"VERY MUCH LESS";"WORKING CLASS";"..";NA;NA;"COMPLETELY DISAGREE";"COMPLETELY DISAGREE";"..";"NO TRUST AT ALL";"..";NA;"NO TRUST AT ALL";"NO TRUST AT ALL";"..";"NOT SELECTED";"NOT SELECTED";"NOT SELECTED";"NOT SELECTED";"SELECTED";"SELECTED";"NOT SELECTED";"ART AND LITERATURE";"SCIENTIFIC ACHIEVM.";NA;NA;"PRETTY STRONG IDENT.";"PRETTY STRONG IDENT.";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"IT DEPENDS";NA;NA;44;"30-44 YEARS";"MALE";"NO AFFILIATION";NA;NA;NA;NA;NA;"EMPLOYED, PART-TIME";NA;NA;1;"1-4 EMPL.";"MARRIED, COHABITING";"YES";NA;"SAXONY";"2000-4999 INH.";NA;NA;NA;"2000-4999 INH.";NA;NA;2008162;NA;"SEVERAL TIMES A WEEK";"CAPI";"S. OF INDIVIDUALS";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"NAP;NOT AVAILABLE";0,59300946;0,59300946;0,843210564;0,589597235;0,497154617057191;-2,07404006523254
